,ORIGIN,DEST,DEP_DEL15,Group,flight_counts
324,AUS,AMA,0.2932551319648094,4,84
325,AUS,ASE,0.3333333333333333,5,84
326,AUS,ATL,0.16343742876681103,2,84
327,AUS,AVL,0.2882882882882883,4,84
328,AUS,BHM,0.0,0,84
329,AUS,BNA,0.2270617636558372,3,84
330,AUS,BOI,0.29850746268656714,4,84
331,AUS,BOS,0.254,4,84
332,AUS,BUR,0.2724867724867725,4,84
333,AUS,BWI,0.23711980136561142,3,84
334,AUS,BZN,0.2631578947368421,4,84
335,AUS,CHS,0.26174496644295303,4,84
336,AUS,CLT,0.2156398104265403,3,84
337,AUS,CMH,0.17866666666666667,2,84
338,AUS,CVG,0.20413122721749696,3,84
339,AUS,DAL,0.20898876404494382,3,84
340,AUS,DCA,0.19270833333333334,2,84
341,AUS,DEN,0.2263191354100445,3,84
342,AUS,DFW,0.23047102151579762,3,84
343,AUS,DSM,0.3050847457627119,5,84
344,AUS,DTW,0.18717948717948718,2,84
345,AUS,ECP,0.24812030075187969,3,84
346,AUS,EGE,0.35384615384615387,5,84
347,AUS,ELP,0.2509505703422053,4,84
348,AUS,EWR,0.23170184104176023,3,84
349,AUS,FLL,0.3318042813455658,5,84
350,AUS,FSD,0.0967741935483871,0,84
351,AUS,GRR,0.25,3,84
352,AUS,HNL,0.30434782608695654,5,84
353,AUS,HOU,0.210752688172043,3,84
354,AUS,HRL,0.15987933634992457,2,84
355,AUS,IAD,0.16412742382271467,2,84
356,AUS,IAH,0.18073519400953028,2,84
357,AUS,IND,0.22646784715750232,3,84
358,AUS,JAX,0.2693877551020408,4,84
359,AUS,JFK,0.23670977011494254,3,84
360,AUS,LAS,0.26519023282226006,4,84
361,AUS,LAX,0.21172145328719724,3,84
362,AUS,LBB,0.4253521126760563,5,84
363,AUS,LGB,0.2647058823529412,4,84
364,AUS,MAF,0.3143712574850299,5,84
365,AUS,MCI,0.25830258302583026,4,84
366,AUS,MCO,0.2879209144269385,4,84
367,AUS,MDW,0.20753623188405798,3,84
368,AUS,MEM,0.30927835051546393,5,84
369,AUS,MIA,0.23827936201063316,3,84
370,AUS,MSN,0.0,0,84
371,AUS,MSP,0.16848174247277387,2,84
372,AUS,MSY,0.25474254742547425,4,84
373,AUS,MTJ,0.14285714285714285,1,84
374,AUS,OAK,0.34005037783375314,5,84
375,AUS,OKC,0.28865979381443296,4,84
376,AUS,OMA,0.12244897959183673,1,84
377,AUS,ONT,0.30423280423280424,5,84
378,AUS,ORD,0.17898612291135654,2,84
379,AUS,PDX,0.09574468085106383,0,84
380,AUS,PHL,0.24885844748858446,3,84
381,AUS,PHX,0.22241784037558684,3,84
382,AUS,PIT,0.18947368421052632,2,84
383,AUS,PNS,0.08333333333333333,0,84
384,AUS,PSP,0.2648648648648649,4,84
385,AUS,PVU,0.33962264150943394,5,84
386,AUS,RDU,0.23434593924364538,3,84
387,AUS,RNO,0.3002754820936639,5,84
388,AUS,RSW,0.31868131868131866,5,84
389,AUS,SAF,0.375,5,84
390,AUS,SAN,0.24417562724014336,3,84
391,AUS,SDF,0.08108108108108109,0,84
392,AUS,SEA,0.14772727272727273,1,84
393,AUS,SFB,0.13333333333333333,1,84
394,AUS,SFO,0.1733271375464684,2,84
395,AUS,SJC,0.2257158899494666,3,84
396,AUS,SJU,0.0,0,84
397,AUS,SLC,0.17522658610271905,2,84
398,AUS,SMF,0.28721804511278193,4,84
399,AUS,SNA,0.23422459893048128,3,84
400,AUS,SRQ,0.14893617021276595,1,84
401,AUS,STL,0.20270270270270271,3,84
402,AUS,TPA,0.2765676567656766,4,84
403,AUS,TUL,0.2849002849002849,4,84
404,AUS,TYS,0.23404255319148937,3,84
405,AUS,VPS,0.3333333333333333,5,84
406,AVL,ATL,0.13611859838274934,1,26
407,AVL,AUS,0.21621621621621623,3,26
408,AVL,BOS,0.2072072072072072,3,26
409,AVL,BWI,0.17894736842105263,2,26
410,AVL,CLT,0.18336798336798338,2,26
411,AVL,DCA,0.20816326530612245,3,26
412,AVL,DEN,0.1989795918367347,2,26
413,AVL,DFW,0.24183006535947713,3,26
414,AVL,EWR,0.10451977401129943,1,26
415,AVL,EYW,0.16964285714285715,2,26
416,AVL,FLL,0.3673469387755102,5,26
417,AVL,HOU,0.1595744680851064,2,26
418,AVL,LAS,0.2857142857142857,4,26
419,AVL,LGA,0.197196261682243,2,26
420,AVL,MDW,0.21052631578947367,3,26
421,AVL,MIA,0.5310344827586206,5,26
422,AVL,MSP,0.3548387096774194,5,26
423,AVL,ORD,0.1838006230529595,2,26
424,AVL,PBI,0.29838709677419356,4,26
425,AVL,PGD,0.25301204819277107,4,26
426,AVL,PHL,0.2420091324200913,3,26
427,AVL,PHX,0.1509433962264151,2,26
428,AVL,PIE,0.24545454545454545,3,26
429,AVL,SFB,0.23180076628352492,3,26
430,AVL,SRQ,0.26356589147286824,4,26
431,AVL,VPS,0.18181818181818182,2,26
432,AVP,CLT,0.17295873573309922,2,3
433,AVP,EWR,0.1308411214953271,1,3
434,AVP,ORD,0.198292220113852,2,3
435,AZA,ATW,0.43349753694581283,5,48
436,AZA,BIL,0.19375,2,48
437,AZA,BIS,0.10096153846153846,1,48
438,AZA,BLI,0.208955223880597,3,48
439,AZA,BLV,0.2857142857142857,4,48
440,AZA,BOI,0.26548672566371684,4,48
441,AZA,BZN,0.20149253731343283,3,48
442,AZA,CID,0.16019417475728157,2,48
443,AZA,CVG,0.17857142857142858,2,48
444,AZA,DSM,0.3657142857142857,5,48
445,AZA,EUG,0.11627906976744186,1,48
446,AZA,FAR,0.08940397350993377,0,48
447,AZA,FCA,0.2361111111111111,3,48
448,AZA,FNT,0.36363636363636365,5,48
449,AZA,FSD,0.11935483870967742,1,48
450,AZA,FWA,0.07407407407407407,0,48
451,AZA,GEG,0.21621621621621623,3,48
452,AZA,GFK,0.11428571428571428,1,48
453,AZA,GJT,0.07692307692307693,0,48
454,AZA,GRI,0.23684210526315788,3,48
455,AZA,GRR,0.263681592039801,4,48
456,AZA,GTF,0.12,1,48
457,AZA,HOU,0.16964285714285715,2,48
458,AZA,ICT,0.1794871794871795,2,48
459,AZA,IDA,0.1708542713567839,2,48
460,AZA,LAS,0.4090909090909091,5,48
461,AZA,MFR,0.13333333333333333,1,48
462,AZA,MLI,0.1643835616438356,2,48
463,AZA,MOT,0.22093023255813954,3,48
464,AZA,MSO,0.19230769230769232,2,48
465,AZA,MSP,0.10256410256410256,1,48
466,AZA,OMA,0.24731182795698925,3,48
467,AZA,PDX,0.25,3,48
468,AZA,PIA,0.16463414634146342,2,48
469,AZA,PSC,0.224,3,48
470,AZA,PVU,0.48040638606676345,5,48
471,AZA,RAP,0.21935483870967742,3,48
472,AZA,RFD,0.0958904109589041,0,48
473,AZA,SAN,0.0,0,48
474,AZA,SBN,0.1,0,48
475,AZA,SGF,0.18235294117647058,2,48
476,AZA,SNA,0.1,0,48
477,AZA,SPI,0.15384615384615385,2,48
478,AZA,STC,0.03529411764705882,0,48
479,AZA,TOL,0.06779661016949153,0,48
480,AZA,TUL,0.35714285714285715,5,48
481,AZA,TVC,0.05714285714285714,0,48
482,AZA,XNA,0.3620689655172414,5,48
483,AZO,DTW,0.09929078014184398,0,2
484,AZO,ORD,0.19105199516324062,2,2
485,BDL,ATL,0.15053285968028418,2,27
486,BDL,BNA,0.21705426356589147,3,27
487,BDL,BWI,0.17393767705382437,2,27
488,BDL,CLT,0.18561484918793503,2,27
489,BDL,DCA,0.12634671890303623,1,27
490,BDL,DEN,0.17055393586005832,2,27
491,BDL,DFW,0.18198529411764705,2,27
492,BDL,DTW,0.1345119139123751,1,27
493,BDL,FLL,0.18150087260034903,2,27
494,BDL,IAD,0.15654520917678813,2,27
495,BDL,IAH,1.0,5,27
496,BDL,LAS,0.48623853211009177,5,27
497,BDL,LAX,0.23255813953488372,3,27
498,BDL,LGA,0.1411901983663944,1,27
499,BDL,MCO,0.3221300742034046,5,27
500,BDL,MDW,0.23055162659123055,3,27
501,BDL,MIA,0.14337568058076225,1,27
502,BDL,MSP,0.13449023861171366,1,27
503,BDL,MYR,0.13286713286713286,1,27
504,BDL,ORD,0.16478439425051336,2,27
505,BDL,PBI,0.18202247191011237,2,27
506,BDL,PHL,0.07366482504604052,0,27
507,BDL,RDU,0.2465753424657534,3,27
508,BDL,RSW,0.3333333333333333,5,27
509,BDL,SJU,0.42766151046405826,5,27
510,BDL,STL,0.14285714285714285,1,27
511,BDL,TPA,0.2735527809307605,4,27
512,BET,ANC,0.3445491251682369,5,1
513,BFF,DEN,0.1,0,1
514,BFL,DEN,0.07653061224489796,0,4
515,BFL,DFW,0.24133148404993066,3,4
516,BFL,PHX,0.152753108348135,2,4
517,BFL,SFO,0.21217391304347827,3,4
518,BGM,DTW,0.12121212121212122,1,2
519,BGM,LGA,0.12283737024221453,1,2
520,BGR,CLT,0.17883211678832117,2,11
521,BGR,DCA,0.1422924901185771,1,11
522,BGR,EWR,0.13881401617250674,1,11
523,BGR,FLL,0.15789473684210525,2,11
524,BGR,JFK,0.10507880910683012,1,11
525,BGR,LGA,0.11416309012875536,1,11
526,BGR,ORD,0.21621621621621623,3,11
527,BGR,PGD,0.0,0,11
528,BGR,PHL,0.12431842966194111,1,11
529,BGR,PIE,0.2441860465116279,3,11
530,BGR,SFB,0.3,4,11
531,BHM,ATL,0.09876543209876543,0,22
532,BHM,AUS,0.25,3,22
533,BHM,BTR,0.3333333333333333,5,22
534,BHM,BWI,0.23119777158774374,3,22
535,BHM,CLL,0.0,0,22
536,BHM,CLT,0.14592484138604198,1,22
537,BHM,DAL,0.25557011795543905,4,22
538,BHM,DCA,0.12950971322849214,1,22
539,BHM,DEN,0.23023457862728064,3,22
540,BHM,DFW,0.2385368366821226,3,22
541,BHM,DTW,0.15124153498871332,2,22
542,BHM,HOU,0.2617246596066566,4,22
543,BHM,IAH,0.24397244546498278,3,22
544,BHM,LAS,0.17164179104477612,2,22
545,BHM,LGA,0.089179548156956,0,22
546,BHM,MCO,0.23159509202453987,3,22
547,BHM,MDW,0.2148876404494382,3,22
548,BHM,MIA,0.19878603945371776,2,22
549,BHM,ORD,0.2261904761904762,3,22
550,BHM,PHL,0.16556291390728478,2,22
551,BHM,TPA,0.2045977011494253,3,22
552,BHM,XNA,0.0,0,22
553,BIH,DEN,0.35714285714285715,5,2
554,BIH,SFO,0.16,2,2
555,BIL,AZA,0.35,5,10
556,BIL,DEN,0.15445232466509062,2,10
557,BIL,DFW,0.14691943127962084,1,10
558,BIL,LAS,0.416,5,10
559,BIL,MSP,0.12045454545454545,1,10
560,BIL,ORD,0.26666666666666666,4,10
561,BIL,PDX,0.08333333333333333,0,10
562,BIL,PHX,0.18497109826589594,2,10
563,BIL,SEA,0.16132858837485173,2,10
564,BIL,SLC,0.07363636363636364,0,10
565,BIS,AZA,0.28846153846153844,4,6
566,BIS,DEN,0.1834319526627219,2,6
567,BIS,DFW,0.22424242424242424,3,6
568,BIS,LAS,0.3541666666666667,5,6
569,BIS,MSP,0.11871227364185111,1,6
570,BIS,SFB,0.45901639344262296,5,6
571,BJI,BRD,0.0967741935483871,0,2
572,BJI,MSP,0.11235955056179775,1,2
573,BLI,AZA,0.1044776119402985,1,8
574,BLI,DEN,0.22580645161290322,3,8
575,BLI,LAS,0.16796440489432704,2,8
576,BLI,LAX,0.05737704918032787,0,8
577,BLI,OAK,0.23677884615384615,3,8
578,BLI,PSP,0.06306306306306306,0,8
579,BLI,SAN,0.0,0,8
580,BLI,SEA,0.14343434343434344,1,8
581,BLV,AZA,0.35714285714285715,5,11
582,BLV,FLL,0.6153846153846154,5,11
583,BLV,JAX,0.3695652173913043,5,11
584,BLV,LAS,0.32142857142857145,5,11
585,BLV,MYR,0.22727272727272727,3,11
586,BLV,PGD,0.3076923076923077,5,11
587,BLV,PIE,0.2191780821917808,3,11
588,BLV,SAV,0.125,1,11
589,BLV,SFB,0.32061068702290074,5,11
590,BLV,SRQ,0.22340425531914893,3,11
591,BLV,VPS,0.18787878787878787,2,11
592,BMI,ATL,0.16581632653061223,2,8
593,BMI,DEN,0.2786885245901639,4,8
594,BMI,DFW,0.1480978260869565,1,8
595,BMI,DTW,0.09090909090909091,0,8
596,BMI,MCO,0.2641509433962264,4,8
597,BMI,ORD,0.14323258869908015,1,8
598,BMI,PIE,0.1415929203539823,1,8
599,BMI,SFB,0.16806722689075632,2,8
600,BNA,ABE,0.1958041958041958,2,90
601,BNA,ALB,0.26956521739130435,4,90
602,BNA,ATL,0.13738630923887027,1,90
603,BNA,ATW,0.3716216216216216,5,90
604,BNA,AUS,0.17579663444325097,2,90
605,BNA,BDL,0.19794344473007713,2,90
606,BNA,BOS,0.22992700729927007,3,90
607,BNA,BUR,0.3401360544217687,5,90
608,BNA,BWI,0.20492610837438424,3,90
609,BNA,BZN,0.16022099447513813,2,90
610,BNA,CAK,0.23157894736842105,3,90
611,BNA,CHS,0.24436090225563908,3,90
612,BNA,CID,0.18633540372670807,2,90
613,BNA,CLE,0.2740076824583867,4,90
